row_index,draw,family,optimizer,imputed_reduction
234,13,CNOT,commutation_phase2,0.0
235,13,CNOT,hybrid_phase1_2,1.0
236,13,Oracle,greedy_phase1,0.29456614831022393
237,13,Oracle,commutation_phase2,0.0
238,13,Oracle,hybrid_phase1_2,0.3785003078475589
242,13,RandomClifford,greedy_phase1,0.05826014206366873
243,13,RandomClifford,commutation_phase2,0.01021229895343368
244,13,RandomClifford,hybrid_phase1_2,0.08153516110894042
245,13,SurfaceCode,greedy_phase1,0.0
246,13,SurfaceCode,commutation_phase2,0.0
247,13,SurfaceCode,hybrid_phase1_2,0.0
249,13,GHZ,greedy_phase1,0.0
250,13,GHZ,commutation_phase2,0.0
251,13,GHZ,hybrid_phase1_2,0.0
252,13,CNOT,greedy_phase1,1.0
253,13,CNOT,commutation_phase2,0.0
254,13,CNOT,hybrid_phase1_2,1.0
255,13,Oracle,greedy_phase1,0.40037920515475134
256,13,Oracle,commutation_phase2,0.0
257,13,Oracle,hybrid_phase1_2,0.2401154810206433
261,13,RandomClifford,greedy_phase1,0.27422397980131397
262,13,RandomClifford,commutation_phase2,0.020878686303669725
263,13,RandomClifford,hybrid_phase1_2,0.15934093405755434
264,13,SurfaceCode,greedy_phase1,0.0
265,13,SurfaceCode,commutation_phase2,0.0
266,13,SurfaceCode,hybrid_phase1_2,0.0
214,14,CNOT,greedy_phase1,1.0
215,14,CNOT,commutation_phase2,0.0
216,14,CNOT,hybrid_phase1_2,1.0
217,14,Oracle,greedy_phase1,0.41284174669885615
218,14,Oracle,commutation_phase2,0.0
219,14,Oracle,hybrid_phase1_2,0.10525766522082836
223,14,RandomClifford,greedy_phase1,0.31494857946749305
224,14,RandomClifford,commutation_phase2,0.025375645815880317
225,14,RandomClifford,hybrid_phase1_2,0.1761381314499358
226,14,SurfaceCode,greedy_phase1,0.0
227,14,SurfaceCode,commutation_phase2,0.0
228,14,SurfaceCode,hybrid_phase1_2,0.0
230,14,GHZ,greedy_phase1,0.0
231,14,GHZ,commutation_phase2,0.0
232,14,GHZ,hybrid_phase1_2,0.0
233,14,CNOT,greedy_phase1,1.0
234,14,CNOT,commutation_phase2,0.0
235,14,CNOT,hybrid_phase1_2,1.0
236,14,Oracle,greedy_phase1,0.41173169628536765
237,14,Oracle,commutation_phase2,0.0
238,14,Oracle,hybrid_phase1_2,0.4640890996347457
242,14,RandomClifford,greedy_phase1,0.20282610596392592
243,14,RandomClifford,commutation_phase2,0.02051158834856655
244,14,RandomClifford,hybrid_phase1_2,0.1442899816569893
245,14,SurfaceCode,greedy_phase1,0.0
246,14,SurfaceCode,commutation_phase2,0.0
247,14,SurfaceCode,hybrid_phase1_2,0.0
249,14,GHZ,greedy_phase1,0.0
250,14,GHZ,commutation_phase2,0.0
251,14,GHZ,hybrid_phase1_2,0.0
252,14,CNOT,greedy_phase1,1.0
253,14,CNOT,commutation_phase2,0.0
254,14,CNOT,hybrid_phase1_2,1.0
255,14,Oracle,greedy_phase1,0.31811859709451157
256,14,Oracle,commutation_phase2,0.0
257,14,Oracle,hybrid_phase1_2,0.2706994714675787
261,14,RandomClifford,greedy_phase1,0.2402561164607286
262,14,RandomClifford,commutation_phase2,0.03479540748751696
263,14,RandomClifford,hybrid_phase1_2,0.185153598761346
264,14,SurfaceCode,greedy_phase1,0.0
265,14,SurfaceCode,commutation_phase2,0.0
266,14,SurfaceCode,hybrid_phase1_2,0.0
214,15,CNOT,greedy_phase1,1.0
215,15,CNOT,commutation_phase2,0.0
216,15,CNOT,hybrid_phase1_2,1.0
217,15,Oracle,greedy_phase1,0.6186990253844616
218,15,Oracle,commutation_phase2,0.0
219,15,Oracle,hybrid_phase1_2,0.33102485720303565
223,15,RandomClifford,greedy_phase1,0.15737126886146352
224,15,RandomClifford,commutation_phase2,0.060816376361099544
225,15,RandomClifford,hybrid_phase1_2,0.38799868791836306
226,15,SurfaceCode,greedy_phase1,0.0
227,15,SurfaceCode,commutation_phase2,0.0
228,15,SurfaceCode,hybrid_phase1_2,0.0
230,15,GHZ,greedy_phase1,0.0
231,15,GHZ,commutation_phase2,0.0
232,15,GHZ,hybrid_phase1_2,0.0
233,15,CNOT,greedy_phase1,1.0
234,15,CNOT,commutation_phase2,0.0
235,15,CNOT,hybrid_phase1_2,1.0
236,15,Oracle,greedy_phase1,0.18126043620832968
237,15,Oracle,commutation_phase2,0.0
238,15,Oracle,hybrid_phase1_2,0.5580092922790206
242,15,RandomClifford,greedy_phase1,0.20651506495113392
243,15,RandomClifford,commutation_phase2,0.04179558927624207
244,15,RandomClifford,hybrid_phase1_2,0.09793504572458349
245,15,SurfaceCode,greedy_phase1,0.0
246,15,SurfaceCode,commutation_phase2,0.0
247,15,SurfaceCode,hybrid_phase1_2,0.0
249,15,GHZ,greedy_phase1,0.0
250,15,GHZ,commutation_phase2,0.0
251,15,GHZ,hybrid_phase1_2,0.0
252,15,CNOT,greedy_phase1,1.0
253,15,CNOT,commutation_phase2,0.0
254,15,CNOT,hybrid_phase1_2,1.0
255,15,Oracle,greedy_phase1,0.19447654032721604
256,15,Oracle,commutation_phase2,0.0
257,15,Oracle,hybrid_phase1_2,0.2983083691587317
261,15,RandomClifford,greedy_phase1,0.14451316171637466
262,15,RandomClifford,commutation_phase2,0.010875994974591132
263,15,RandomClifford,hybrid_phase1_2,0.4761072950811416
264,15,SurfaceCode,greedy_phase1,0.0
265,15,SurfaceCode,commutation_phase2,0.0
266,15,SurfaceCode,hybrid_phase1_2,0.0
214,16,CNOT,greedy_phase1,1.0
215,16,CNOT,commutation_phase2,0.0
216,16,CNOT,hybrid_phase1_2,1.0
217,16,Oracle,greedy_phase1,0.448616568116363
218,16,Oracle,commutation_phase2,0.0
219,16,Oracle,hybrid_phase1_2,0.3385988175552324
223,16,RandomClifford,greedy_phase1,0.2198313604644589
224,16,RandomClifford,commutation_phase2,0.018294346570889658
225,16,RandomClifford,hybrid_phase1_2,0.3036148790786181
226,16,SurfaceCode,greedy_phase1,0.0
227,16,SurfaceCode,commutation_phase2,0.0
228,16,SurfaceCode,hybrid_phase1_2,0.0
230,16,GHZ,greedy_phase1,0.0
231,16,GHZ,commutation_phase2,0.0
232,16,GHZ,hybrid_phase1_2,0.0
233,16,CNOT,greedy_phase1,1.0
234,16,CNOT,commutation_phase2,0.0
235,16,CNOT,hybrid_phase1_2,1.0
236,16,Oracle,greedy_phase1,0.43322664008706885
237,16,Oracle,commutation_phase2,0.0
238,16,Oracle,hybrid_phase1_2,0.23429450871423935
242,16,RandomClifford,greedy_phase1,0.20158138829584674
243,16,RandomClifford,commutation_phase2,0.03913455782807739
244,16,RandomClifford,hybrid_phase1_2,0.122417162494894
245,16,SurfaceCode,greedy_phase1,0.0
246,16,SurfaceCode,commutation_phase2,0.0
247,16,SurfaceCode,hybrid_phase1_2,0.0
249,16,GHZ,greedy_phase1,0.0
250,16,GHZ,commutation_phase2,0.0
251,16,GHZ,hybrid_phase1_2,0.0
252,16,CNOT,greedy_phase1,1.0
253,16,CNOT,commutation_phase2,0.0
254,16,CNOT,hybrid_phase1_2,1.0
255,16,Oracle,greedy_phase1,0.2290500755306601
256,16,Oracle,commutation_phase2,0.0
257,16,Oracle,hybrid_phase1_2,0.6454284703787373
261,16,RandomClifford,greedy_phase1,0.13724916241105564
262,16,RandomClifford,commutation_phase2,0.016322411371437157
263,16,RandomClifford,hybrid_phase1_2,0.21940679534070878
264,16,SurfaceCode,greedy_phase1,0.0
265,16,SurfaceCode,commutation_phase2,0.0
266,16,SurfaceCode,hybrid_phase1_2,0.0
214,17,CNOT,greedy_phase1,1.0
215,17,CNOT,commutation_phase2,0.0
216,17,CNOT,hybrid_phase1_2,1.0
217,17,Oracle,greedy_phase1,0.30881748788309793
218,17,Oracle,commutation_phase2,0.0
219,17,Oracle,hybrid_phase1_2,0.3691216536637008
223,17,RandomClifford,greedy_phase1,0.2941833638836689
224,17,RandomClifford,commutation_phase2,0.011028281166653102
225,17,RandomClifford,hybrid_phase1_2,0.26071717772496145
226,17,SurfaceCode,greedy_phase1,0.0
227,17,SurfaceCode,commutation_phase2,0.0
228,17,SurfaceCode,hybrid_phase1_2,0.0
230,17,GHZ,greedy_phase1,0.0
231,17,GHZ,commutation_phase2,0.0
232,17,GHZ,hybrid_phase1_2,0.0
233,17,CNOT,greedy_phase1,1.0
234,17,CNOT,commutation_phase2,0.0
235,17,CNOT,hybrid_phase1_2,1.0
236,17,Oracle,greedy_phase1,0.33782669937070336
237,17,Oracle,commutation_phase2,0.0
238,17,Oracle,hybrid_phase1_2,0.22611769690021571
242,17,RandomClifford,greedy_phase1,0.3708871163208563
243,17,RandomClifford,commutation_phase2,0.09069925730998285
244,17,RandomClifford,hybrid_phase1_2,0.1265700360323988
245,17,SurfaceCode,greedy_phase1,0.0
246,17,SurfaceCode,commutation_phase2,0.0
247,17,SurfaceCode,hybrid_phase1_2,0.0
249,17,GHZ,greedy_phase1,0.0
250,17,GHZ,commutation_phase2,0.0
251,17,GHZ,hybrid_phase1_2,0.0
252,17,CNOT,greedy_phase1,1.0
253,17,CNOT,commutation_phase2,0.0
254,17,CNOT,hybrid_phase1_2,1.0
255,17,Oracle,greedy_phase1,0.29719568798659035
256,17,Oracle,commutation_phase2,0.0
257,17,Oracle,hybrid_phase1_2,0.23298477551579036
261,17,RandomClifford,greedy_phase1,0.13675379060849355
262,17,RandomClifford,commutation_phase2,0.0855172975089007
263,17,RandomClifford,hybrid_phase1_2,0.16126063821186057
264,17,SurfaceCode,greedy_phase1,0.0
265,17,SurfaceCode,commutation_phase2,0.0
266,17,SurfaceCode,hybrid_phase1_2,0.0
214,18,CNOT,greedy_phase1,1.0
215,18,CNOT,commutation_phase2,0.0
216,18,CNOT,hybrid_phase1_2,1.0
217,18,Oracle,greedy_phase1,0.2700102984870617
218,18,Oracle,commutation_phase2,0.0
219,18,Oracle,hybrid_phase1_2,0.4891986641177712
223,18,RandomClifford,greedy_phase1,0.12901156761797816
224,18,RandomClifford,commutation_phase2,0.04374601483912702
225,18,RandomClifford,hybrid_phase1_2,0.27736962459901804
226,18,SurfaceCode,greedy_phase1,0.0
227,18,SurfaceCode,commutation_phase2,0.0
228,18,SurfaceCode,hybrid_phase1_2,0.0
230,18,GHZ,greedy_phase1,0.0
231,18,GHZ,commutation_phase2,0.0
232,18,GHZ,hybrid_phase1_2,0.0
233,18,CNOT,greedy_phase1,1.0
234,18,CNOT,commutation_phase2,0.0
235,18,CNOT,hybrid_phase1_2,1.0
236,18,Oracle,greedy_phase1,0.620896133372137
237,18,Oracle,commutation_phase2,0.0
238,18,Oracle,hybrid_phase1_2,0.40995501905147047
242,18,RandomClifford,greedy_phase1,0.3369869167716328
243,18,RandomClifford,commutation_phase2,0.028533984279908386
244,18,RandomClifford,hybrid_phase1_2,0.09239682190108507
245,18,SurfaceCode,greedy_phase1,0.0
246,18,SurfaceCode,commutation_phase2,0.0
247,18,SurfaceCode,hybrid_phase1_2,0.0
249,18,GHZ,greedy_phase1,0.0
250,18,GHZ,commutation_phase2,0.0
251,18,GHZ,hybrid_phase1_2,0.0
252,18,CNOT,greedy_phase1,1.0
253,18,CNOT,commutation_phase2,0.0
254,18,CNOT,hybrid_phase1_2,1.0
255,18,Oracle,greedy_phase1,0.27864418134042
256,18,Oracle,commutation_phase2,0.0
257,18,Oracle,hybrid_phase1_2,0.45221151136020454
261,18,RandomClifford,greedy_phase1,0.05227745729416537
262,18,RandomClifford,commutation_phase2,0.06131152330936843
263,18,RandomClifford,hybrid_phase1_2,0.24039189834333732
264,18,SurfaceCode,greedy_phase1,0.0
265,18,SurfaceCode,commutation_phase2,0.0
266,18,SurfaceCode,hybrid_phase1_2,0.0
214,19,CNOT,greedy_phase1,1.0
215,19,CNOT,commutation_phase2,0.0
216,19,CNOT,hybrid_phase1_2,1.0
217,19,Oracle,greedy_phase1,0.37625654187850915
218,19,Oracle,commutation_phase2,0.0
219,19,Oracle,hybrid_phase1_2,0.32287837823574106
223,19,RandomClifford,greedy_phase1,0.19432274555256357
224,19,RandomClifford,commutation_phase2,0.02805528642112945
225,19,RandomClifford,hybrid_phase1_2,0.2263023937442116
226,19,SurfaceCode,greedy_phase1,0.0
227,19,SurfaceCode,commutation_phase2,0.0
228,19,SurfaceCode,hybrid_phase1_2,0.0
230,19,GHZ,greedy_phase1,0.0
231,19,GHZ,commutation_phase2,0.0
232,19,GHZ,hybrid_phase1_2,0.0
233,19,CNOT,greedy_phase1,1.0
234,19,CNOT,commutation_phase2,0.0
235,19,CNOT,hybrid_phase1_2,1.0
236,19,Oracle,greedy_phase1,0.2995051974004083
237,19,Oracle,commutation_phase2,0.0
238,19,Oracle,hybrid_phase1_2,0.4420545127418712
242,19,RandomClifford,greedy_phase1,0.25635544169761043
243,19,RandomClifford,commutation_phase2,0.0762820829124398
244,19,RandomClifford,hybrid_phase1_2,0.11508805257769114
245,19,SurfaceCode,greedy_phase1,0.0
246,19,SurfaceCode,commutation_phase2,0.0
247,19,SurfaceCode,hybrid_phase1_2,0.0
249,19,GHZ,greedy_phase1,0.0
250,19,GHZ,commutation_phase2,0.0
251,19,GHZ,hybrid_phase1_2,0.0
252,19,CNOT,greedy_phase1,1.0
253,19,CNOT,commutation_phase2,0.0
254,19,CNOT,hybrid_phase1_2,1.0
255,19,Oracle,greedy_phase1,0.40081701358008665
256,19,Oracle,commutation_phase2,0.0
257,19,Oracle,hybrid_phase1_2,0.2578327109073038
261,19,RandomClifford,greedy_phase1,0.3221214138789287
262,19,RandomClifford,commutation_phase2,0.025665754853603857
263,19,RandomClifford,hybrid_phase1_2,0.14209124779886026
264,19,SurfaceCode,greedy_phase1,0.0
265,19,SurfaceCode,commutation_phase2,0.0
266,19,SurfaceCode,hybrid_phase1_2,0.0
214,20,CNOT,greedy_phase1,1.0
215,20,CNOT,commutation_phase2,0.0
216,20,CNOT,hybrid_phase1_2,1.0
217,20,Oracle,greedy_phase1,0.27160719540832245
218,20,Oracle,commutation_phase2,0.0
219,20,Oracle,hybrid_phase1_2,0.17122616032770857
223,20,RandomClifford,greedy_phase1,0.4590315600292928
224,20,RandomClifford,commutation_phase2,0.041912555827980376
225,20,RandomClifford,hybrid_phase1_2,0.1515374791143561
226,20,SurfaceCode,greedy_phase1,0.0
227,20,SurfaceCode,commutation_phase2,0.0
228,20,SurfaceCode,hybrid_phase1_2,0.0
230,20,GHZ,greedy_phase1,0.0
231,20,GHZ,commutation_phase2,0.0
232,20,GHZ,hybrid_phase1_2,0.0
233,20,CNOT,greedy_phase1,1.0
234,20,CNOT,commutation_phase2,0.0
235,20,CNOT,hybrid_phase1_2,1.0
236,20,Oracle,greedy_phase1,0.26059980384563886
237,20,Oracle,commutation_phase2,0.0
238,20,Oracle,hybrid_phase1_2,0.3703291788634994
242,20,RandomClifford,greedy_phase1,0.29332268936236916
243,20,RandomClifford,commutation_phase2,0.04539161288716199
244,20,RandomClifford,hybrid_phase1_2,0.13989124232314035
245,20,SurfaceCode,greedy_phase1,0.0
246,20,SurfaceCode,commutation_phase2,0.0
247,20,SurfaceCode,hybrid_phase1_2,0.0
249,20,GHZ,greedy_phase1,0.0
250,20,GHZ,commutation_phase2,0.0
251,20,GHZ,hybrid_phase1_2,0.0
252,20,CNOT,greedy_phase1,1.0
253,20,CNOT,commutation_phase2,0.0
254,20,CNOT,hybrid_phase1_2,1.0
255,20,Oracle,greedy_phase1,0.2852851175343435
256,20,Oracle,commutation_phase2,0.0
257,20,Oracle,hybrid_phase1_2,0.49798159039279627
261,20,RandomClifford,greedy_phase1,0.09178523057944446
262,20,RandomClifford,commutation_phase2,0.06489729633972327
263,20,RandomClifford,hybrid_phase1_2,0.37794600694431224
264,20,SurfaceCode,greedy_phase1,0.0
265,20,SurfaceCode,commutation_phase2,0.0
266,20,SurfaceCode,hybrid_phase1_2,0.0
214,21,CNOT,greedy_phase1,1.0
215,21,CNOT,commutation_phase2,0.0
216,21,CNOT,hybrid_phase1_2,1.0
217,21,Oracle,greedy_phase1,0.3573961944146529
218,21,Oracle,commutation_phase2,0.0
219,21,Oracle,hybrid_phase1_2,0.43025690442847936
223,21,RandomClifford,greedy_phase1,0.22649146806584983
224,21,RandomClifford,commutation_phase2,0.03593514057863801
225,21,RandomClifford,hybrid_phase1_2,0.10268378888255839
226,21,SurfaceCode,greedy_phase1,0.0
227,21,SurfaceCode,commutation_phase2,0.0
228,21,SurfaceCode,hybrid_phase1_2,0.0
230,21,GHZ,greedy_phase1,0.0
231,21,GHZ,commutation_phase2,0.0
232,21,GHZ,hybrid_phase1_2,0.0
233,21,CNOT,greedy_phase1,1.0
234,21,CNOT,commutation_phase2,0.0
235,21,CNOT,hybrid_phase1_2,1.0
236,21,Oracle,greedy_phase1,0.23592306875894048
237,21,Oracle,commutation_phase2,0.0
238,21,Oracle,hybrid_phase1_2,0.3051624080203303
242,21,RandomClifford,greedy_phase1,0.18461693763876483
243,21,RandomClifford,commutation_phase2,0.022388103996647687
244,21,RandomClifford,hybrid_phase1_2,0.21443393356737442
245,21,SurfaceCode,greedy_phase1,0.0
246,21,SurfaceCode,commutation_phase2,0.0
247,21,SurfaceCode,hybrid_phase1_2,0.0
249,21,GHZ,greedy_phase1,0.0
250,21,GHZ,commutation_phase2,0.0
251,21,GHZ,hybrid_phase1_2,0.0
252,21,CNOT,greedy_phase1,1.0
253,21,CNOT,commutation_phase2,0.0
254,21,CNOT,hybrid_phase1_2,1.0
255,21,Oracle,greedy_phase1,0.3532232211644961
256,21,Oracle,commutation_phase2,0.0
257,21,Oracle,hybrid_phase1_2,0.295565622317907
261,21,RandomClifford,greedy_phase1,0.22857866634853352
262,21,RandomClifford,commutation_phase2,0.06593992199332362
263,21,RandomClifford,hybrid_phase1_2,0.3872826185357116
264,21,SurfaceCode,greedy_phase1,0.0
265,21,SurfaceCode,commutation_phase2,0.0
266,21,SurfaceCode,hybrid_phase1_2,0.0
214,22,CNOT,greedy_phase1,1.0
215,22,CNOT,commutation_phase2,0.0
216,22,CNOT,hybrid_phase1_2,1.0
217,22,Oracle,greedy_phase1,0.30077717392443887
218,22,Oracle,commutation_phase2,0.0
219,22,Oracle,hybrid_phase1_2,0.27378691049359427
223,22,RandomClifford,greedy_phase1,0.09880128629942452
224,22,RandomClifford,commutation_phase2,0.018499318190961508
225,22,RandomClifford,hybrid_phase1_2,0.17503256528936173
226,22,SurfaceCode,greedy_phase1,0.0
227,22,SurfaceCode,commutation_phase2,0.0
228,22,SurfaceCode,hybrid_phase1_2,0.0
230,22,GHZ,greedy_phase1,0.0
231,22,GHZ,commutation_phase2,0.0
232,22,GHZ,hybrid_phase1_2,0.0
233,22,CNOT,greedy_phase1,1.0
234,22,CNOT,commutation_phase2,0.0
235,22,CNOT,hybrid_phase1_2,1.0
236,22,Oracle,greedy_phase1,0.3485508998424177
237,22,Oracle,commutation_phase2,0.0
238,22,Oracle,hybrid_phase1_2,0.43118140504490104
242,22,RandomClifford,greedy_phase1,0.3471674699997274
243,22,RandomClifford,commutation_phase2,0.02832474698283078
244,22,RandomClifford,hybrid_phase1_2,0.20130643807906598
245,22,SurfaceCode,greedy_phase1,0.0
246,22,SurfaceCode,commutation_phase2,0.0
247,22,SurfaceCode,hybrid_phase1_2,0.0
249,22,GHZ,greedy_phase1,0.0
250,22,GHZ,commutation_phase2,0.0
251,22,GHZ,hybrid_phase1_2,0.0
252,22,CNOT,greedy_phase1,1.0
253,22,CNOT,commutation_phase2,0.0
254,22,CNOT,hybrid_phase1_2,1.0
255,22,Oracle,greedy_phase1,0.5173595771276625
256,22,Oracle,commutation_phase2,0.0
257,22,Oracle,hybrid_phase1_2,0.15611082677207913
261,22,RandomClifford,greedy_phase1,0.3477439177942229
262,22,RandomClifford,commutation_phase2,0.031716625589947464
263,22,RandomClifford,hybrid_phase1_2,0.19185826321427998
264,22,SurfaceCode,greedy_phase1,0.0
265,22,SurfaceCode,commutation_phase2,0.0
266,22,SurfaceCode,hybrid_phase1_2,0.0
214,23,CNOT,greedy_phase1,1.0
215,23,CNOT,commutation_phase2,0.0
216,23,CNOT,hybrid_phase1_2,1.0
217,23,Oracle,greedy_phase1,0.29012553761537674
218,23,Oracle,commutation_phase2,0.0
219,23,Oracle,hybrid_phase1_2,0.39824799589731424
223,23,RandomClifford,greedy_phase1,0.11238094392958013
224,23,RandomClifford,commutation_phase2,0.03976958721994608
225,23,RandomClifford,hybrid_phase1_2,0.12856241194497312
226,23,SurfaceCode,greedy_phase1,0.0
227,23,SurfaceCode,commutation_phase2,0.0
228,23,SurfaceCode,hybrid_phase1_2,0.0
230,23,GHZ,greedy_phase1,0.0
231,23,GHZ,commutation_phase2,0.0
232,23,GHZ,hybrid_phase1_2,0.0
233,23,CNOT,greedy_phase1,1.0
234,23,CNOT,commutation_phase2,0.0
235,23,CNOT,hybrid_phase1_2,1.0
236,23,Oracle,greedy_phase1,0.3450626278769074
237,23,Oracle,commutation_phase2,0.0
238,23,Oracle,hybrid_phase1_2,0.2667156906583773
242,23,RandomClifford,greedy_phase1,0.25218425322381804
243,23,RandomClifford,commutation_phase2,0.027221169489714057
244,23,RandomClifford,hybrid_phase1_2,0.20329172398021372
245,23,SurfaceCode,greedy_phase1,0.0
246,23,SurfaceCode,commutation_phase2,0.0
247,23,SurfaceCode,hybrid_phase1_2,0.0
249,23,GHZ,greedy_phase1,0.0
250,23,GHZ,commutation_phase2,0.0
251,23,GHZ,hybrid_phase1_2,0.0
252,23,CNOT,greedy_phase1,1.0
253,23,CNOT,commutation_phase2,0.0
254,23,CNOT,hybrid_phase1_2,1.0
255,23,Oracle,greedy_phase1,0.30800131451748564
256,23,Oracle,commutation_phase2,0.0
257,23,Oracle,hybrid_phase1_2,0.24791623243151006
261,23,RandomClifford,greedy_phase1,0.1237643823042881
262,23,RandomClifford,commutation_phase2,0.06630057269881588
263,23,RandomClifford,hybrid_phase1_2,0.08596798408705261
264,23,SurfaceCode,greedy_phase1,0.0
265,23,SurfaceCode,commutation_phase2,0.0
266,23,SurfaceCode,hybrid_phase1_2,0.0
214,24,CNOT,greedy_phase1,1.0
215,24,CNOT,commutation_phase2,0.0
216,24,CNOT,hybrid_phase1_2,1.0
217,24,Oracle,greedy_phase1,0.2334459368616013
218,24,Oracle,commutation_phase2,0.0
219,24,Oracle,hybrid_phase1_2,0.3171028251161745
223,24,RandomClifford,greedy_phase1,0.20512185775972044
224,24,RandomClifford,commutation_phase2,0.05897631533813173
225,24,RandomClifford,hybrid_phase1_2,0.4805914888434664
226,24,SurfaceCode,greedy_phase1,0.0
227,24,SurfaceCode,commutation_phase2,0.0
228,24,SurfaceCode,hybrid_phase1_2,0.0
230,24,GHZ,greedy_phase1,0.0
231,24,GHZ,commutation_phase2,0.0
232,24,GHZ,hybrid_phase1_2,0.0
233,24,CNOT,greedy_phase1,1.0
234,24,CNOT,commutation_phase2,0.0
235,24,CNOT,hybrid_phase1_2,1.0
236,24,Oracle,greedy_phase1,0.3111407633179521
237,24,Oracle,commutation_phase2,0.0
238,24,Oracle,hybrid_phase1_2,0.38301115148301884
242,24,RandomClifford,greedy_phase1,0.3346525397995499
243,24,RandomClifford,commutation_phase2,0.06487943469794813
244,24,RandomClifford,hybrid_phase1_2,0.14208537438527258
245,24,SurfaceCode,greedy_phase1,0.0
246,24,SurfaceCode,commutation_phase2,0.0
247,24,SurfaceCode,hybrid_phase1_2,0.0
249,24,GHZ,greedy_phase1,0.0
250,24,GHZ,commutation_phase2,0.0
251,24,GHZ,hybrid_phase1_2,0.0
252,24,CNOT,greedy_phase1,1.0
253,24,CNOT,commutation_phase2,0.0
254,24,CNOT,hybrid_phase1_2,1.0
255,24,Oracle,greedy_phase1,0.2730462623619066
256,24,Oracle,commutation_phase2,0.0
257,24,Oracle,hybrid_phase1_2,0.5742680411513407
261,24,RandomClifford,greedy_phase1,0.2593221899180886
262,24,RandomClifford,commutation_phase2,0.09466955498701406
263,24,RandomClifford,hybrid_phase1_2,0.384713368912198
264,24,SurfaceCode,greedy_phase1,0.0
265,24,SurfaceCode,commutation_phase2,0.0
266,24,SurfaceCode,hybrid_phase1_2,0.0
214,25,CNOT,greedy_phase1,1.0
215,25,CNOT,commutation_phase2,0.0
216,25,CNOT,hybrid_phase1_2,1.0
217,25,Oracle,greedy_phase1,0.26980968895494906
218,25,Oracle,commutation_phase2,0.0
219,25,Oracle,hybrid_phase1_2,0.45071843119379595
223,25,RandomClifford,greedy_phase1,0.22630786587142415
224,25,RandomClifford,commutation_phase2,0.03714039102312935
225,25,RandomClifford,hybrid_phase1_2,0.238078693483621
226,25,SurfaceCode,greedy_phase1,0.0
227,25,SurfaceCode,commutation_phase2,0.0
228,25,SurfaceCode,hybrid_phase1_2,0.0
230,25,GHZ,greedy_phase1,0.0
231,25,GHZ,commutation_phase2,0.0
232,25,GHZ,hybrid_phase1_2,0.0
233,25,CNOT,greedy_phase1,1.0
234,25,CNOT,commutation_phase2,0.0
235,25,CNOT,hybrid_phase1_2,1.0
236,25,Oracle,greedy_phase1,0.15802145703736611
237,25,Oracle,commutation_phase2,0.0
238,25,Oracle,hybrid_phase1_2,0.33399531519564185
242,25,RandomClifford,greedy_phase1,0.3011018299081127
243,25,RandomClifford,commutation_phase2,0.04938906446380446
244,25,RandomClifford,hybrid_phase1_2,0.14527600483153058
245,25,SurfaceCode,greedy_phase1,0.0
246,25,SurfaceCode,commutation_phase2,0.0
247,25,SurfaceCode,hybrid_phase1_2,0.0
249,25,GHZ,greedy_phase1,0.0
250,25,GHZ,commutation_phase2,0.0
251,25,GHZ,hybrid_phase1_2,0.0
252,25,CNOT,greedy_phase1,1.0
253,25,CNOT,commutation_phase2,0.0
254,25,CNOT,hybrid_phase1_2,1.0
255,25,Oracle,greedy_phase1,0.42890521214726457
256,25,Oracle,commutation_phase2,0.0
257,25,Oracle,hybrid_phase1_2,0.20709944671113723
261,25,RandomClifford,greedy_phase1,0.2732387955208979
262,25,RandomClifford,commutation_phase2,0.0406919821907885
263,25,RandomClifford,hybrid_phase1_2,0.16347293735954507
264,25,SurfaceCode,greedy_phase1,0.0
265,25,SurfaceCode,commutation_phase2,0.0
266,25,SurfaceCode,hybrid_phase1_2,0.0
214,26,CNOT,greedy_phase1,1.0
215,26,CNOT,commutation_phase2,0.0
216,26,CNOT,hybrid_phase1_2,1.0
217,26,Oracle,greedy_phase1,0.29715857527226325
218,26,Oracle,commutation_phase2,0.0
219,26,Oracle,hybrid_phase1_2,0.14716386403149415
223,26,RandomClifford,greedy_phase1,0.1574356970179733
224,26,RandomClifford,commutation_phase2,0.057332240757043226
225,26,RandomClifford,hybrid_phase1_2,0.20454822984924295
226,26,SurfaceCode,greedy_phase1,0.0
227,26,SurfaceCode,commutation_phase2,0.0
228,26,SurfaceCode,hybrid_phase1_2,0.0
230,26,GHZ,greedy_phase1,0.0
231,26,GHZ,commutation_phase2,0.0
232,26,GHZ,hybrid_phase1_2,0.0
233,26,CNOT,greedy_phase1,1.0
234,26,CNOT,commutation_phase2,0.0
235,26,CNOT,hybrid_phase1_2,1.0
236,26,Oracle,greedy_phase1,0.3226281437282718
237,26,Oracle,commutation_phase2,0.0
238,26,Oracle,hybrid_phase1_2,0.4964051034461125
242,26,RandomClifford,greedy_phase1,0.16030702853883697
243,26,RandomClifford,commutation_phase2,0.024730381606773915
244,26,RandomClifford,hybrid_phase1_2,0.23573981742473804
245,26,SurfaceCode,greedy_phase1,0.0
246,26,SurfaceCode,commutation_phase2,0.0
247,26,SurfaceCode,hybrid_phase1_2,0.0
249,26,GHZ,greedy_phase1,0.0
250,26,GHZ,commutation_phase2,0.0
251,26,GHZ,hybrid_phase1_2,0.0
252,26,CNOT,greedy_phase1,1.0
253,26,CNOT,commutation_phase2,0.0
